Códigos Padre,Código Servinte,Descripción Antigua,Código Nuevo Estándar,Nueva Estructura Estándar Semántico,Caracteres,Clasificación Del Artículo,MCE,Psicotrópico (S/N),Marcación Regulado (MER),vesicantes e irritantes,Registro INVIMA,Expediente,Consecutivo,CUM sin ceros,CUM con ceros,CUM sin ceros Formulado,PBS,VEN,ATC,Código UDM,descripción UDM,Cond. de Almacenamiento,MIPRES DCI,Alto riesgo,LASA,Gabinete,Nivel 1 Estándar Semántico,Validación CUM,Inventario 24052024,Observación Reunión Compras 20240524,Validación CUM,Validación con CUM Adjudicación,Principio Activo,Nombre ATC,Nombre Preciso,Concentración Estandarizada (por unidad minima comercial),Forma Farmacéutica,Marca Comercial,Titular de Registro,IMPORTADOR,FABRICANTE,Vía Administración,Descripción CUM
168078,1680781,SOLUCION SALINA BALANCEADA PARA IRRIGACIÓN 1.353G/ML SOL OFTALMICA INTRAOCULAR BOLSA *500 ML CORPAUL,1680781,SOLUCION SALINA BALANCEADA PARA IRRIGACION 1.353G/ML SOL OFTALMICA INTRAOCULAR BOLSA *500 ML CORPAUL,100,MEDICAMENTO,NO,N,N/A,,2023M-0012524-R2,20029060,1,20029060-1,20029060-01,20029060-1,PBS,N/A,V07AB98,BL,BOLSA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,SOLUCION SALINA BALANCEADA 1.353MG/ML SOLUCION OFTALMICA,Activo,5,ok,20029060-1,VERDADERO,SOLUCION SALINA BALANCEADA,SOLUCION SALINA. COMBINACIONES,,0.03g,SOLUCION ESTERIL PARA IRRIGACION,,CORPAUL,#N/D,CORPORACION DE FOMENTO ASISTENCIAL DEL HOSPITAL UNIVERSITARIO SAN VICENTE DE PAUL CORPAUL,INTRAOCULAR,BOLSA DE POLIETILENO DE BAJA DENSIDAD (PEBD) ATOXICO CON DISCOS DE CAUCHO NATURAL COLOR BEIGE POR 500ML.
173013,1730132,ROSUVASTATINA CALCICA 10MG TABLETA RECUBIERTA ORAL MSN LABORATORIES (DISMIGRAS),1730132,ROSUVASTATINA CALCICA 10MG TABLETA RECUBIERTA ORAL MSN (DISMIGRAS),66,MEDICAMENTO,NO,N,N/A,,2020M-0015956-R1,20075052,7,20075052-7,20075052-07,20075052-7,PBS,N/A,C10AA07,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ROSUVASTATINA 10MG CAP / TAB / TAB REC,Activo,0,ok,20075052-7,VERDADERO,ROSUVASTATINA,ROSUVASTATINA,,10mg,TABLETA RECUBIERTA,DISMIGRAS,MSN LABORATORIES,MSN LABS AMERICAS S.A.S.,MSN LABORATORIES PRIVATE LIMITED,ORAL,CAJA CON BLISTER ALU-ALU (BASE FOIL) COLD FORMING ALUMINIUM FOIL POR 30 TABLETAS RECUBIERTAS. CADA BLISTER CON 10 TABLETAS RECUBIERTAS
140062,1400621,PEMBROLIZUMAB 100MG/4ML SOL PARA INFUSION INTRAVENOSA VIAL*10ML MERCK SHARP & DOHME CJ*2U (KEYTRUDA),1400621,PEMBROLIZUMAB 25MG/ML SOL PARA INFUSION IV VIAL *10ML MSD CJ *2U (KEYTRUDA),75,MEDICAMENTO,NO,N,MER,,2017MBT-0017599,20085509,2,20085509-2,20085509-02,20085509-2,PBS,N/A,L01XC18,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,PEMBROLIZUMAB 100MG/4ML(25MG/ML) SOL INY,Activo,7,ok,20085509-2,VERDADERO,PEMBROLIZUMAB,PEMBROLIZUMAB,,100mg,SOLUCION INYECTABLE,KEYTRUDA,MERCK SHARP & DOHME,MERCK SHARP & DOHME COLOMBIA S.A.S,MSD INTERNATIONAL GMBH T/A IRELAND (CARLOW),INTRAVENOSA,CAJA PLEGADIZA QUE CONTIENE 2 VIALES DE VIDRIO TIPO I POR 10 ML CONTENIENDO 4 ML DE SOLUCIÃ“N INYECTABLE CADA UNO. TAPÃ“N DE CLOROBUTILO Y SELLO FLIP-OFF DE ALUMINIO.
117006,1170061,ERTAPENEM 1G POLVO PARA RECONSTITUIR A SOL INYECTABLE IV/IM EUGIA PHARMA CJ*1 U (ERTAGRAM),1170061,ERTAPENEM 1G POLVO PARA RECONSTITUIR A SOL INYECTABLE IV EUGIA PHARMA CJ *1U (ERTAGRAM),87,MEDICAMENTO,NO,N,MER,,2023M-0018186-R1,20117466,1,20117466-1,20117466-01,20117466-1,PBS,N/A,J01DH03,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ERTAPENEM 1GR POLV INY,Activo,53,ok,20117466-1,VERDADERO,ERTAPENEM,ERTAPENEM,,1g,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,ERTAGRAM,EUGIA PHARMA SPECIALITIES LIMITED,EUGIA PHARMA COLOMBIA S.A.S.,EUGIA PHARMA SPECIALITIES LIMITED,INTRAVENOSA,1 VIAL DE VIDRIO TIPO I DE 20 ML CON TAPÃ“N DE BROMOBUTILO Y TAPA FLIP OFF
107006,1070061,ITRACONAZOL 1G/100ML (50MG/5ML) SOL ORAL FCO*150ML SALUSPHARMA S.A.S CJ*1 U (FUNGITRAL),1070061,ITRACONAZOL 50MG/5ML SOL ORAL FCO *150ML SALUSPHARMA CJ *1U (FUNGITRAL),71,MEDICAMENTO,NO,N,MER,,2021M-0016366-R1,20095994,1,20095994-1,20095994-01,20095994-1,PBS,N/A,J02AC02,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,ITRACONAZOL 50MG/5ML(1%) SOL ORAL,Activo,8,ok,20095994-1,VERDADERO,ITRACONAZOL,ITRACONAZOL,,1g,SOLUCION ORAL,FUNGITRAL,SALUS PHARMA LABS. S.A.S,#N/D,NUTRI-MACK S.A.S.,ORAL,CAJA CON 1 FRASCO DE VIDRIO ÃMBAR TIPO III X 150 ML DE SOLUCIÃ“N ORAL SABOR MANDARINA. TAPA PP BLANCA CON LINER EVA AZUL + COPA DOSIFICADORA PLÃSTICA (PP).
143014,1430141,BETAHISTINA DICLORHIDRATO 8 MG TABLETAS RECUBIERTAS ORAL LABORATORIOS LA SANTE S.A.,1430141,BETAHISTINA DICLORHIDRATO 8MG TABLETAS RECUBIERTAS ORAL LA SANTE,64,MEDICAMENTO,NO,N,N/A,,2023M-0009471-R1,19998124,5,19998124-5,19998124-05,19998124-5,PBS,N/A,N07CA01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,BETAHISTINA 8MG CAP / TAB / TAB REC,Activo,40,ok,19998124-5,VERDADERO,BETAHISTINA DICLORHIDRATO,BETAHISTINA,,8mg,TABLETA CUBIERTA CON PELICULA,,LABORATORIOS LA SANTE,#N/D,LABORATORIOS LA SANTE S.A.,ORAL,CAJA DE CARTÃ“N CON FONDO BLANCO POR 20 TABLETAS EN BLISTER PVDC/ALUMINIO
140054,1400541,BRENTUXIMAB 50MG POLVO ESTERIL PARA RECONSTITUIR A SOL INYECTABLE IV BAXALTA CJ * 1U (ADCETRIS),1400541,BRENTUXIMAB 50MG POLVO ESTERIL A SOL INYECTABLE IV BAXALTA CJ *1U (ADCETRIS),76,MEDICAMENTO,NO,N,MER,,2014MBT-0015492,20058697,3,20058697-3,20058697-03,20058697-3,PBS,N/A,L01XC12,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,BRENTUXIMAB VEDOTINA 50MG POLV INY,Activo,5,ok,20058697-3,VERDADERO,BRENTUXIMAB VEDOTIN,BRENTUXIMAB VEDOTINA,,50mg,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,ADCETRIS,BAXALTA,TAKEDA COLOMBIA S.A.S,BSP PHARMACEUTICALS S.P.A.,INTRAVENOSA,PRESENTACIÃ“N USO INSTITUCIONAL: CAJA POR UN VIAL DE VIDRIO TIPO I POR 50 MG DE POLVO PARA RECONSTITUIR
145004,1450041,N- BUTIL BROMURO DE HIOSCINA 10MG TABLETA RECUBIERTA ORAL LABINCO S.A.S (LABINPINA),1450041,N- BUTIL BROMURO DE HIOSCINA 10MG TABLETA RECUBIERTA ORAL LABINCO (LABINPINA),77,MEDICAMENTO,NO,N,N/A,,2016M-0005256-R1,19955212,21,19955212-21,19955212-21,19955212-21,PBS,N/A,A03BB01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,HIOSCINA BUTILBROMURO 10MG CAP / TAB / TAB REC,Activo,120,ok,19955212-21,VERDADERO,N-BUTIL BROMURO DE HIOSCINA,BUTILESCOPOLAMINA,,10mg,TABLETA CUBIERTA (GRAGEA),LABINPINA,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,#N/D,LABORATORIO INTERNACIONAL DE COLOMBIA S.A.S - LABINCO S.A.S,ORAL,USO INSTITUCIONAL: CAJA X 100 GRAGEAS EN BLISTER PVC TRANSPARENTE/ALUMINIO X 10 GRAGEAS
139011,1390113,VALSARTAN 80 MG TABLETA RECUBIERTA GENFAR S.A CJ*14 U,1390113,VALSARTAN 80MG TABLETA RECUBIERTA ORAL GENFAR CJ *14U,53,MEDICAMENTO,NO,N,MER,,2022M-0005946-R2,19965195,3,19965195-3,19965195-03,19965195-3,PBS,N/A,C09CA03,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,VALSARTAN 80MG CAP / TAB / TAB REC,Activo,95,ok,19965195-3,VERDADERO,VALSARTAN,VALSARTAN,,80mg,TABLETA RECUBIERTA,,GENFAR S.A.,#N/D,FAREVA VILLA RICA S.A.S.,ORAL,CAJA POR 14 TABLETAS EN BLÃSTER ALUMINIO/ALUMINIO POR 7 TABLETAS CADA BLÃSTER
144111,1441111,MOXIFLOXACINO 400 MG/250 ML SLN INYECTABLE FCO*250 ML FLOXANAR ADS PHARMA S.A.S. CJ*1 U,1441111,MOXIFLOXACINO 1.56MG/1ML SOL INYECTABLE IV FCO *250ML ADS CJ *1U (FLOXANAR),75,MEDICAMENTO,NO,N,MER,,2014M-0015308,20067168,1,20067168-1,20067168-01,20067168-1,PBS,V,J01MA14,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,MOXIFLOXACINO 400MG CAP / TAB / TAB REC,Activo,14,producto con saldo. Se deben agotar existencias para eliminar de activos en estandar semantico,#N/D,Producto ya no existe en el mercado,MOXIFLOXACINO,MOXIFLOXACINO,,400mg,SOLUCION INYECTABLE,FLOXANAR,ADS PHARMA,#N/D,QUIBI S.A.,INTRAVENOSA,CAJA CON UN FRASCO DE VIDRIO INCOLORO TIPO II X 250 ML DE SOLUCIÃ“N INYECTABLE. CON TAPÃ“N DE GOMA GRIS Y AGRAFE METÃLICO
100010,1000100,PERMETRINA 1G EMULSION TOPICA FCO 60ML GAMADERM CHAMPU LABORATORIOS SIEGFRIED S.A.S.,1000100,PERMETRINA 1G EMULSION TOPICA FCO *60ML SIEGFRIED (GAMADERM CHAMPU),67,MEDICAMENTO,NO,N,N/A,,2017M- 004098-R2,7025,1,7025-1,7025-01,7025-1,PBS,N/A,P03AC04,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,PERMETRINA 1G EMULSION TOPICA,Activo,19,ok,7025-1,VERDADERO,PERMETRINA,PERMETRINA,,1g,EMULSION (CHAMPOO),GAMADERM CHAMPU,LABORATORIOS SIEGFRIED S.A.S.,#N/D,COASPHARMA S.A.S.,TOPICA (EXTERNA),CAJA POR UN FRASCO DE PEAD COLOR NATURAL. TAPA FLIP TOP BLANCA X 60 ML.
131120,1311200,METOTREXATO 500 MG/5 ML SLN INYECTABLE VIAL X 5 ML VENUS REMEDIES LIMITED,1311200,METOTREXATO 100MG/1ML SOL INYECTABLE IV VIAL *5ML VENUS,55,MEDICAMENTO,NO,N,N/A,,2022M-0020752,20152929,1,20152929-1,20152929-01,20152929-1,PBS,N/A,L01BA01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,METOTREXATO 500MG/5ML(100MG/ML) SOL INY,Activo,1,ok,20152929-1,VERDADERO,METOTREXATO,METROTEXATE,,500mg,SOLUCION INYECTABLE,,VENUS REMEDIES LIMITED,HB HUMAN BIOSCIENCE S.A.S.,VENUS REMEDIES LIMITED,INTRAVENOSA,- 1M1005541004100: METOTREXATO 100.0000 MG OTRAS SOLUCIONES INTRAMUSCULAR INTRATECAL INTRAVENOSA (VENUS REMEDIES) VIAL 5.0000ML / CAJA X 1. VIAL DE VIDRIO TIPO I ÃMBAR X 5 ML CON TAPÃ“N DE GOMA GRIS DE BROMOBUTILO. SELLO FLIP OFF DE ALUMINIO CON TAPA PLÃ
136008,1360081,MILRINONA 10MG/10ML SLN INYECTABLE AMP* 10 ML PROCLIN PHARMA S.A,1360081,MILRINONA 1MG/1ML SOL INYECTABLE IV AMP *10ML PROCLIN,53,MEDICAMENTO,NO,N,N/A,,2023M-0014347-R1,20060004,1,20060004-1,20060004-01,20060004-1,PBS,V,C01CE02,AP,AMPOLLAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,MILRINONA 10MG/10ML(1MG/ML) SOL INY,Activo,0,ok,20060004-1,VERDADERO,MILRINONA,MILRINONA,,10mg,SOLUCION INYECTABLE,,PROCLIN PHARMA S.A,#N/D,VIDRIO TECNICO DE COLOMBIA S.A. VITECO S.A.,INTRAVENOSA,CAJA POR 10 AMPOLLAS DE VIDRIO TRANSPARENTE TIPO I. CON ARO DE RUPTURA. PIROGRABADAS. CADA AMPOLLA POR 10 ML
149057,1490570,FORMULA POLIMERICA PARA ALIMENTACION VIA ORAL O POR SONDA HIPERCALORICA (2.0KCAL/ML) FRESUBIN 2KCAL,1490570,ALIMENTO PARA PROPOSITOS MEDICOS ESPECIALES 2.0KCAL/ML ORAL FRESENIUS (FRESUBIN 2KCAL),86,SOPORTE NUTRICIONAL APME,NO,N,N/A,,RSIA01I43414,20273807,0,20273807-0,20273807-0,20273807-0,PBS,N/A,N/A,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,150305,N,N,N,FRESUBIN 2KCAL 2.0KCAL/ML,Activo,2,ok,RSIA01I43414,VERDADERO,FRESUBIN,NO APLICA,,#N/D,SOLUCION ORAL,FRESUBIN,FRESENIUS KABI,#N/D,#N/D,ORAL,#N/D
149058,1490580,FORM. OLIGOMÉRICA SIN LACTOSA. HASTA LOS 3 AÑOS SIMILAC RICE ABBOT TARRO * 400 G,1490580,ALIMENTO PARA PROPOSITOS MEDICOS ESPECIALES POLVO ORAL TARRO *400G ABBOT (SIMILAC RICE),87,SOPORTE NUTRICIONAL APME,NO,N,N/A,,RSA-0017663-2022,1701107,0,1701107-0,1701107-0,1701107-0,PBS,N/A,N/A,TR,TARRO,ALMACENAR A <30 GRADOS CENTIGRADOS,1701107,N,N,N,SIMILAC RICE TARRO * 400 G,SOPORTE NUTRICIONAL,3,producto con saldo. Se deben agotar existencias para eliminar de activos en estandar semantico,#N/D,No se tiene negociado codigo para u paciente no habil para uso,SIMILAC RICE,NO APLICA,,#N/D,POLVO PARA RECONSTITUIR A SOLUCION ORAL,SIMILAC RICE,ABBOTT,#N/D,#N/D,ORAL,#N/D
17616,176160,VACUNA VIRUS PAPILOMA HUMANO (VPH) 270MCG SUSP INYECTABLE JER PRELLENA *0.5ML MERCK (GARDASIL 9),176160,VACUNA VIRUS PAPILOMA HUMANO (VPH) 270MCG SUSP INYECTABLE JER PRELLENA *0.5ML MERCK (GARDASIL 9),97,MEDICAMENTO,NO,N,N/A,,2017M-0017725,20093269,1,20093269-1,20093269-01,20093269-1,NO PBS,N/A,J07BM01,JP,JERINGA PRELLENADA,ALMACENAR A <30 GRADOS CENTIGRADOS,50842,N,N,N,VACUNA CONTRA EL VIRUS DEL PAPILOMA HUMANO (VPH) SUSP INY NONAVALENTE,Activo,#N/D,ok,20093269-1,VERDADERO,PROTEINA L1 VPH 31,VACUNA CONTRA EL VIRUS DEL PAPILOMA HUMANO,,20mcg,SUSPENSION INYECTABLE,GARDASIL 9,MERCK SHARP & DOHME,MERCK SHARP & DOHME COLOMBIA S.A.S,MERCK SHARP & DOHME LLC,INTRAMUSCULAR,CAJA X 1 JERINGA PRELLENADA CON 0.5 ML DE SUSPENSIÃ“N MÃS INSERTO.
159068,1590681,TAPENTADOL 50MG TABLETA DE LIBERACION PROLONGADA ORAL GRUNENTHAL GMBH CJ*60 U (PALEXIS RETARD),1590681,TAPENTADOL 50MG TABLETA DE LIBERACION PROLONGADA ORAL GRUNENTHAL CJ *60U (PALEXIS RETARD),89,MEDICAMENTO,SI,N,MER,,2023M-0014509-R2,20018741,7,20018741-7,20018741-07,20018741-7,PBS,N/A,N02AX06,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,TAPENTADOL 50MG CAP LIB PROL / TAB LIB PROL,Activo,100,ok,20018741-7,VERDADERO,TAPENTADOL,TAPENTADOL,,50mg,TABLETA DE LIBERACION PROLONGADA,PALEXIS RETARD,GRUNENTHAL COLOMBIANA S.A.,GRUNENTHAL COLOMBIANA S.A.,FARMACEUTICI FORMENTI S.P.A,ORAL,CAJA DE CARTON POR 60SIN DATOTABLETAS EN BLISTER DE PVC/PVDC - PAPEL /PET/ALUMINIO.
178044,1780441,PREDNISOLONA ACETATO 10MG/ML(1%) SUSP OFTALMICA FCO*5 ML ESP. OFTALMOLOGICAS S.A. (PROXTEN PLUS),1780441,PREDNISOLONA ACETATO 10MG/1ML (1%) SUSP OFTALMICA FCO *5ML ESP. OFTALMOLOGICAS (PROXTEN PLUS),96,MEDICAMENTO,NO,N,N/A,,2021M-0016672-R1,20093741,1,20093741-1,20093741-01,20093741-1,PBS,N/A,S01BA04,FR,FRASCO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,PREDNISOLONA 10MG/ML(1%) SOL OFT / SUSP OFT,Activo,1,ok,20093741-1,VERDADERO,PREDNISOLONA,PREDNISOLONA,,10mg,SUSPENSION OFTALMICA,PROXTEN PLUS,ESPECIALIDADES OFTALMOLOGICAS,#N/D,ARBOFARMA S.A.S.,OFTALMICA,FRASCO GOTERO EN POLIETILENO DE BAJA DENSIDAD (PEBD) BLANCO POR 5 ML. CON SUBTAPA CAPILAR INCOLORA DE PEBD Y TAPA DE POLIPROPILENO COLOR BLANCA EN CAJA PLEGADIZA POR UNA UNIDAD Y CAJA DISPLAY POR 6 UNIDADES.
117004,1170041,MEROPENEM 500 MG POLVO ESTERIL /SOL INYECTABLE INTRAVENOSO PFIZER S.A.S. CJ*1 U (MERONEM),1170041,MEROPENEM 500MG POLVO ESTERIL A SOL INYECTABLE IV PFIZER CJ *10U (MERONEM),74,MEDICAMENTO,NO,N,MER,,2019M-006499-R2,201200,1,201200-1,201200-01,201200-1,PBS,N/A,J01DH02,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,MEROPENEM 500MG POLV INY,Activo,10,ok,201200-1,VERDADERO,MEROPENEM,MEROPENEM,,500mg,POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE,MERONEM,PFIZER S.A.S.,PFIZER S.A.S.,ACS DOBFAR S.P.A.,INTRAVENOSA,CAJASIN DATODESIN DATOCARTÃ“NSIN DATOPOR 10 FRASCOS ÃMPULASSIN DATODE 20 ML.POR 500 MG. DE POLVO.
701090,7010900,FORM. LACTEA NIÑOS EN CRECIMIENTO POLVO ORAL TARRO *350G ABBOTT (SIMILAC 3KID- 5HMOS),7010900,FORM. LACTEA NIÑOS EN CRECIMIENTO POLVO ORAL TARRO *350G ABBOTT (SIMILAC 3KID- 5HMOS),85,SOPORTE NUTRICIONAL NO APME,NO,N,N/A,,RSA-0017506-2022,20222226,0,20222226-0,20222226-0,20222226-0,NO PBS,N/A,N/A,TR,TARRO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,SIMILAC 3KID- 5HMOS TARRO * 350 G,NUTRICIONAL,#N/D,ok,20222226,VERDADERO,SIMILAC 3KID,NO APLICA,,#N/D,POLVO PARA RECONSTITUIR A SOLUCION ORAL,SIMILAC 3KID,ABBOTT,#N/D,#N/D,ORAL,#N/D
172006,1720061,INSULINA ZINC CRISTALINA 100 UI/ML SOL INYECTABLE SUBCUTANEA VIAL *10ML LABORATORIOS PISA (INSULEX),1720061,INSULINA ZINC CRISTALINA 100UI/1ML SOL INYECTABLE SC VIAL *10ML PISA (INSULEX),78,MEDICAMENTO,NO,N,N/A,,2018M-0012046-R1,20013207,1,20013207-1,20013207-01,20013207-1,PBS,N/A,A10AB01,VL,VIAL,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,INSULINA HUMANA REGULAR (CRISTALINA) 1000UI/10ML(100UI/ML) SOL INY VIAL X 10ML,Activo,#N/D,ok,20013207-1,VERDADERO,INSULINA HUMANA DNA RECOMBINANTE,INSULINA (HUMANA),,100IU,SOLUCION INYECTABLE,INSULEX,LABORATORIOS PISA S.A. DE C.V,PISA FARMACEUTICA DE COLOMBIA S.A.,LABORATORIOS PISA S.A. DE C.V..,SUBCUTANEA,CAJA CON FRASCO AMPULA CON TAPON DE BROMOBUTILO Y CASQUILLO DE ALUMINIO POR 10 ML
155015,1550151,BACLOFENO 10 MG TABLETA ORAL ADVANCE SCIENTIFIC CJ* 30U (SPASTIFEN),1550151,BACLOFENO 10MG TABLETA ORAL ADVANCE SCIENTIFIC CJ *30U (SPASTIFEN),66,MEDICAMENTO,NO,N,MER,,2017M-0017712,20081314,1,20081314-1,20081314-01,20081314-1,PBS,N/A,M03BX01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,BACLOFENO 10MG CAP / TAB / TAB REC,Activo,120,ok,20081314-1,VERDADERO,BACLOFENO,BACLOFENO,,10mg,TABLETA,SPASTIFEN,ADVANCE SCIENTIFIC DE COLOMBIA,ADVANCE SCIENTIFIC DE COLOMBIA S.A.S.,INCEPTA PHARMACEUTICALS LIMITED - ZIRABO PLANT,ORAL,CAJASIN DATOPOR 30 TABLETAS EN BLISTER ALU/PVC. CON INSERTO
157008,1570081,ENOXAPARINA SODICA 20 MG/0.2ML SOL INYECTABLE JER. PRELLENA *0.2 ML SANOFI CJ*10 U (CLEXANE),1570081,ENOXAPARINA 20MG/0.2ML SOL INYECTABLE SC JER PRELLENA *0.2ML SANOFI CJ *10U (CLEXANE),86,MEDICAMENTO,NO,N,MER,,2021MB-011485-R4,36240,3,36240-3,36240-03,36240-3,PBS,N/A,B01AB05,JP,JERINGA PRELLENADA,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,S,ENOXAPARINA 20MG/0.2ML(100MG/ML) SOL INY,Activo,408,ok,36240-3,VERDADERO,ENOXAPARINA SODICA,ENOXAPARINA,,20mg,SOLUCION INYECTABLE,CLEXANE,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI-AVENTIS DE COLOMBIA S.A.,SANOFI WINTHROP INDUSTRIE,INTRAVENOSA,ESTUCHE POR 10 JERINGAS PRELLENADAS CON SITEMA DE SEGURIDAD
184010,1840101,DESMOPRESINA ACETATO 15MCG/1ML SOL INYECTABLE AMP *1ML SC FERRING CJ *10U (OCTOSTIM),1840101,DESMOPRESINA ACETATO 15MCG/1ML SOL INYECTABLE AMP *1ML SC FERRING CJ *10U (OCTOSTIM),84,MEDICAMENTO,NO,N,MER,,2017M-0000656-R2,19917457,3,19917457-3,19917457-03,19917457-3,PBS,N/A,H01BA02,AP,AMPOLLAS,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,DESMOPRESINA ACETATO 15MCG/ML SOL INY,Activo,30,ajustadon en excel para hora cero,19917457-4,Actualizar Cum Negociacion 2024-2025,DESMOPRESINA,DESMOPRESINA,,15mcg,SOLUCION INYECTABLE,OCTOSTIM,FERRING,LABORATORIOS BIOPAS S.A.,FERRING GMBH,SUBCUTANEA,CAJA PLEGADIZA POR 10 AMPOLLAS EN VIDRIO CLARO TIPO I POR 1 ML
130018,1300182,DOXORUBICINA CLORHIDRATO 2MG/1ML (50MG/25ML) SOL INYECTABLE INTRAVENOSA VIAL *25ML FRESENIUS CJ*1U,1300182,DOXORUBICINA CLORHIDRATO 2MG/1ML SOL INYECTABLE INTRAVENOSA VIAL *25ML FRESENIUS CJ *1U,87,MEDICAMENTO,NO,N,MER,,2023M-0013582-R1,20043047,2,20043047-2,20043047-02,20043047-2,PBS,N/A,L01DB01,VL,VIAL,ALMACENAR DE 2 A 8 GRADOS CENTIGRADOS,0,N,N,N,DOXORUBICINA 50MG/25ML(2MG/ML) SOL INY,Activo,7,ok,20043047-2,VERDADERO,DOXORUBICINA CLORHIDRATO,DOXORUBICINA,,2mg,SOLUCION INYECTABLE,,FRESENIUS KABI,FRESENIUS KABI COLOMBIA S.A.S,FRESENIUS KABI ONCOLOGY LIMITED,INTRAVENOSA,CAJA POR UN VIAL DE VIDRIO TIPO I POR 25 ML. CON TAPÃ“N DE CAUCHO. AGRAFE DE ALUMINIO Y TAPA TIPO FLIP OFF CON RECUBRIMIENTO EN FOTOPOLÃMERO DE PROTECCIÃ“N ONCOSHIELD.
132101,1321011,METILDOPA 250MG TABLETA ORAL ASPEN (ALDOMET),1321011,METILDOPA 250MG TABLETA ORAL ASPEN (ALDOMET),44,MEDICAMENTO,NO,N,N/A,,2023M-005601-R4,45047,2,45047-2,45047-02,45047-2,PBS,N/A,C02AB01,TB,TABLETAS,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,,METILDOPA 250MG CAP / TAB / TAB REC,Activo,#N/D,ok,45047-2,VERDADERO,METILDOPA,METILDOPA (LEVOROTATORIA),,283mg,TABLETA,ALDOMET,ASPEN,ASPEN COLOMBIANA S.A.S,ASPEN SA OPERATIONS (PTY) LTD,ORAL,CAJA X 30 TABLETAS EN BLISTER PVC/ALUMINIO
702000,7020000,FORM. LACTEA NIÑOS EN CRECIMIENTO POLVO ORAL TARRO *800G ABBOTT (SIMILAC 3KID- 5HMOS),7020000,FORM. LACTEA NIÑOS EN CRECIMIENTO POLVO ORAL TARRO *800G ABBOTT (SIMILAC 3KID- 5HMOS),85,SOPORTE NUTRICIONAL NO APME,NO,N,N/A,,RSA-0017506-2022,20222226,0,20222226-0,20222226-0,20222226-0,NO PBS,N/A,N/A,TR,TARRO,ALMACENAR A <30 GRADOS CENTIGRADOS,0,N,N,N,SIMILAC 3KID- 5HMOS TARRO * 800 G,NUTRICIONAL,0,ok,20222226,VERDADERO,SIMILAC 3KID,NO APLICA,,#N/D,POLVO PARA RECONSTITUIR A SOLUCION ORAL,SIMILAC 3KID,ABBOTT,#N/D,#N/D,ORAL,#N/D
